,token,count
1668,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1669,늬들,2
1670,남욕,3
1671,써다,51
1672,돌아보다,5
1673,거울,5
1674,구석,8
1675,인성,43
1676,기전,4
1677,왜욕,2
1678,성희롱,10
1679,그딴,6
1680,레기짓,1
1681,남새,1
1682,스,5
1683,안해,15
1684,기,98
1685,애초,19
1686,화하다,2
1687,상품,2
1688,상품화,5
1689,퍼뜩,1
1690,서빙,2
1691,온,19
1692,정신차리다,9
1693,달려오다,2
1694,아이고,8
1695,마다,38
1696,핫,3
1697,화장,15
1698,좀봨,1
1699,게이,5
1700,나가다,49
1701,당당하다,17
1702,막,18
1703,법적대응,4
1704,신다,6
1705,올라오다,17
1706,끊다,12
1707,인연,4
1708,살리다,23
1709,별거,5
1710,김치,28
1711,성매매,13
1712,가지,38
1713,원정,1
1714,조지,1
1715,끝내,5
1716,맥,1
1717,벌금,4
1718,이따,2
1719,니깐,20
1720,구로,1
1721,주,38
1722,햇,25
1723,햇던,5
1724,려,7
1725,딱하다,4
1726,건더기,1
1727,악플,81
1728,넘기다,8
1729,",,",18
1730,차예련,5
1731,사과,36
1732,차유람,1
1733,세뇌,2
1734,예수,1
1735,면서,7
1736,상황,24
1737,해대,3
1738,이순재,2
1739,만하,20
1740,책임감,4
1741,토끼다,1
1742,떨어지다,47
1743,들어오다,20
1744,척,41
1745,단막극,1
1746,여,90
1747,소향,3
1748,레전드,4
1749,복면,3
1750,자가,4
1751,관리,36
1752,끼다,24
1753,여럿,5
1754,끼,29
1755,빻앗,1
1756,이레,1
1757,살빼다,18
1758,빻앗어,1
1759,위스플,1
1760,소리,53
1761,찍다,77
1762,제외,2
1763,정신,44
1764,으이,3
1765,병자,3
1766,명단,1
1767,취급,12
1768,진행중,2
1769,흑역사,4
1770,작자,2
1771,확증,1
1772,뜰,5
1773,어디,36
1774,사재기,1
1775,심증,2
1776,마르다,33
1777,뿐,47
1778,까지나,1
1779,이니까,12
1780,호의,1
1781,올,14
1782,요새,10
1783,사진,65
1784,바로,25
1785,리,18
1786,웃긴뇬,1
1787,방,13
1788,따라가다,5
1789,잼,19
1790,ㅋㅎ,1
1791,ㅎㅋ,1
1792,농구,5
1793,웃다,29
1794,간다,22
1795,커서,4
1796,ㅜ,41
1797,파다,9
1798,바느질,1
1799,알렉스,1
1800,보풀,1
1801,바지,8
1802,밉다,40
1803,힐링,4
1804,작업,4
1805,걸다,35
1806,미안하다,18
1807,진일,2
1808,합의,12
1809,ㅎ,55
1810,책임지다,12
1811,의도,11
1812,최정,1
1813,멍청하다,7
1814,=,18
1815,강의,1
1816,>,4
1817,호구,8
1818,답답하다,13
1819,적폐,8
1820,이성민,1
1821,도경,3
1822,이엘리야,6
1823,보좌,1
1824,송희섭,1
1825,장태준,2
1826,정의,5
1827,로운,2
1828,착하다,33
1829,>>>,1
1830,의원,4
1831,급수,1
1832,관,17
1833,레벨,2
1834,어쩐,3
1835,복귀,16
1836,이중성,5
1837,여기다,10
1838,난민,5
1839,별룬데,1
1840,도리어,1
1841,박나래,31
1842,7시,1
1843,역효과,1
1844,풀다,18
1845,부대,4
1846,이래,13
1847,ㅎㅎㅎ,25
1848,현석,1
1849,ㅎㅎㅎㅎ,8
1850,근성,2
1851,.....,59
1852,께서,4
1853,안심,3
1854,에게도,3
1855,구르다,4
1856,계시,2
1857,지원,5
1858,중국,23
1859,대책,1
1860,다른,84
1861,버,8
1862,시어머니,7
1863,가라,8
1864,보시,4
1865,장가,6
1866,말씀,3
1867,고요,6
1868,아주,40
1869,신부,7
1870,무대,19
1871,언니,48
1872,뵙다,3
1873,꼭,63
1874,힘내다,72
1875,ㅜㅜㅜㅜㅜ,1
1876,쾌차,4
1877,마찬가지,7
1878,목소리,27
1879,그리다,44
1880,명복,34
1881,삼가다,29
1882,고인,23
1883,성장하다,6
1884,구,40
1885,가로세로,3
1886,독자,1
1887,구독,1
1888,채,10
1889,가만히,12
1890,뱔,2
1891,스엠,3
1892,빡치다,7
1893,언플,11
1894,ㅗㅗ,1
1895,고생,31
1896,우월,2
1897,라는,38
1898,국가,10
1899,에도,37
1900,명확하다,2
1901,주의,6
1902,권력관계,1
1903,dm,1
1904,가면,13
1905,ㄹ,6
1906,반갑다,6
1907,가볍다,6
1908,하치,1
1909,자녀,8
1910,가부장제,1
1911,도태,2
1912,매일,7
1913,가사노동,1
1914,일당,1
1915,3만원,1
1916,오우야,1
1917,배달,3
1918,월급,1
1919,분양,1
1920,반응,13
1921,pd,3
1922,해명,10
1923,40억,1
1924,분석,1
1925,가세,7
1926,김태호,3
1927,곡,15
1928,대마,5
1929,테이,1
1930,따지다,7
1931,낳다,53
1932,은퇴,14
1933,음반,2
1934,차리다,10
1935,내다,74
1936,지나,9
1937,트,6
1938,뭘,65
1939,콘서트,9
1940,왜못,1
1941,ㅡ,44
1942,멀다,38
1943,엔,44
1944,터,13
1945,!!??,1
1946,부디,11
1947,가슴,20
1948,배우다,47
1949,가소,2
1950,가시,2
1951,나들이,3
1952,지름길,1
1953,이혼,78
1954,닥치,1
1955,입,30
1956,덩어리,9
1957,가식,20
1958,내리다,18
1959,다가오다,5
1960,하트,5
1961,떨다,16
1962,만약,7
1963,날리다,11
1964,빤스,2
1965,땐,21
1966,맙시,11
1967,비난,19
1968,솔직하다,105
1969,마닷,15
1970,자시다,2
1971,읽다,17
1972,빼박,2
1973,팩트,20
1974,메뚜기,2
1975,보증,1
1976,장기간,1
1977,최,10
1978,가요무대,3
1979,가운데,3
1980,군인,4
1981,립스틱,1
1982,바른,3
1983,남자에게,3
1984,집착,5
1985,유혹,4
1986,알리다,11
1987,임기,1
1988,장미여관,2
1989,구한,1
1990,애가,31
1991,천박하다,5
1992,모티브,1
1993,요리,8
1994,ppl,1
1995,최악,8
1996,연예인병,4
1997,재기,4
1998,빠트린,1
1999,보이콧,2
2000,도의,3
2001,으로써,2
2002,책임,19
2003,피의자,1
2004,와이프,8
2005,고집,6
2006,그러나,2
2007,까지만,2
2008,예전,37
2009,구설수,2
2010,풋,2
2011,각시,1
2012,만해,7
2013,간만,3
2014,토크,2
2015,앉다,18
2016,의자,1
2017,빈자리,3
2018,아쉽다,40
2019,회장,4
2020,채널,27
2021,힘겹다,3
2022,풍상,3
2023,이걸루,1
2024,돌림,12
2025,수목,1
2026,간통죄,1
2027,의무감,1
2028,아무렇다,8
2029,부인,24
2030,법적,8
2031,결격,1
2032,사유,2
2033,고로,3
2034,이치,1
2035,출국,1
2036,갈수,4
2037,26,2
2038,기간,6
2039,복무,1
2040,개월갓,1
2041,스브얼,1
2042,더하다,6
2043,이명박,5
2044,박근혜,10
2045,듣보다,17
2046,출연,30
2047,싸구려,4
2048,없어지다,20
2049,종답,1
2050,호감,17
2051,감당,3
2052,수십,3
2053,천도,1
2054,잊혀지다,6
2055,보답,3
2056,변,2
2057,도끼,6
2058,앨범,8
2059,해도,49
2060,감사하다,11
2061,뿐이다,7
2062,감우성,1
2063,*!!!!,1
2064,동정,1
2065,갑,8
2066,여론,8
2067,기만,4
2068,들어가다,42
2069,붓다,1
2070,성형,44
2071,갑상선,1
2072,고치다,18
2073,항진,1
2074,들어서다,7
2075,뇌출혈,1
2076,어머니,10
2077,아버지,20
2078,슬프다,26
2079,!!!!!,5
2080,갑자기,23
2081,나연,3
2082,동안,21
2083,박자,2
2084,ㄷㄷㄷ,10
2085,예언,2
2086,적중,1
2087,일리네어,1
2088,ㅇㄷ,1
2089,조만간,10
2090,갑작스럽다,2
2091,조심하다,24
2092,감정,16
2093,교주,2
2094,불행,3
2095,신선하다,9
2096,사이비,3
2097,행복,11
2098,절대,31
2099,전씨,2
2100,흔들다,4
2101,이상윤,8
2102,골로,2
2103,가신,2
2104,바,33
2105,갓,17
2106,정아,4
2107,넘치다,9
2108,시후,2
2109,차야,1
2110,동참,3
2111,강가,2
2112,미투,21
2113,전자발찌,3
2114,고해,7
2115,셀프,1
2116,다음,35
2117,고백,7
2118,가즈,15
2119,강간,8
2120,가보,4
2121,연수,1
2122,살맛,2
2123,강경헌,1
2124,강기영,1
2125,공효진,14
2126,망조,2
2127,점차,1
2128,게스트,12
2129,맛녀,2
2130,앗,2
2131,챙녀,3
2132,강남,19
2133,유이,7
2134,어울리다,67
2135,실망하다,7
2136,정글,3
2137,목적,3
2138,거짓말,16
2139,불구,8
2140,인정,36
2141,용서,13
2142,날라리,1
2143,정준영,25
2144,본,22
2145,발리다,4
2146,;;;,12
2147,듣다,31
2148,명절,2
2149,시끄럽다,12
2150,안다,10
2151,기일,3
2152,것일,2
2153,이런저런,1
2154,어차피,20
2155,노력,34
2156,얘기,48
2157,보,39
2158,달려들다,5
2159,순위,3
2160,신나다,8
2161,잡히다,9
2162,어그,9
2163,초,8
2164,으로도,12
2165,❤️,8
2166,스피드,1
2167,잊다,19
2168,덮다,18
2169,터트린듯,2
2170,억지로,7
2171,장나라,8
2172,합닏,1
2173,♥️,3
2174,응원,119
2175,강단,1
2176,질,33
2177,이라니,17
2178,외국,14
2179,박지훈,2
2180,특히,22
2181,강대,1
2182,웅,3
2183,니엘,2
2184,주도,3
2185,강동,1
2186,강변,2
2187,즐,3
2188,팔리다,7
2189,이구나,11
2190,훨,11
2191,씬,5
2192,추스려,1
2193,강성훈,6
2194,강수지,2
2195,미치다,39
2196,기자,74
2197,흰색,1
2198,강씨,1
2199,먹방,7
2200,닮다,57
2201,햇님,1
2202,짧다,14
2203,언급,17
2204,한효주,14
2205,연구소,2
2206,강용석,3
2207,정확하다,3
2208,엄청,50
2209,강원래,1
2210,한동안,3
2211,가져오다,4
2212,증거,18
2213,잘못,61
2214,단발,3
2215,치면,3
2216,강인,2
2217,한두,6
2218,바라다,34
2219,감금,1
2220,강지환,5
2221,핸드폰,3
2222,100%,5
2223,85%,1
2224,함께,12
2225,강철,2
2226,재다,21
2227,넹,4
2228,강타,5
2229,개취,1
2230,비쥬,4
2231,이특,1
2232,동해,1
2233,시원,1
2234,영웅재중,1
2235,냄새,19
2236,께,11
2237,훨씬,29
2238,투샷,3
2239,한지민,15
2240,동료,8
2241,물어보다,7
2242,낌새,1
2243,여러,11
2244,이자나,5
2245,멀리,3
2246,일어나다,10
2247,ㄷㅔ,1
2248,민,11
2249,과거,21
2250,강혁,1
2251,이상하다,59
2252,그때,17
2253,강현석,1
2254,냉정하다,3
2255,칼,9
2256,캍,1
2257,강형우,1
2258,보이,25
2259,자르다,8
2260,정이,4
2261,뻔하다,30
2262,이수근,10
2263,강호동,7
2264,조합,4
2265,실타,2
2266,~!!!!~????,1
2267,12조,1
2268,항,1
2269,강효진,1
2270,노출,10
2271,보호,5
2272,제보자,1
2273,제,81
2274,신고,10
2275,쪽팔리다,11
2276,메인,11
2277,팀,19
2278,보듬다,1
2279,싱어,3
2280,창피하다,8
2281,ㅂㅅ,8
2282,수지,17
2283,늦다,11
2284,진위,2
2285,철저하다,2
2286,사례,2
2287,둘입,1
2288,나잇,7
2289,가리다,11
2290,통해,3
2291,주장,7
2292,검증,1
2293,성폭행,15
2294,나중,18
2295,여부,2
2296,구서,1
2297,졍,1
2298,종족,2
2299,히,14
2300,괜히,19
2301,늘어지다,5
2302,괜,3
2303,잘나다,9
2304,찌질하다,9
2305,oooo,1
2306,음식,14
2307,짜증나다,25
2308,!!!!!!!!!!!!!!!!!!!,1
2309,개강,1
2310,평일,3
2311,두르다,3
2312,라스,3
2313,손,30
2314,덕,7
2315,거품,11
2316,알려지다,4
2317,김경민,1
2318,징그럽다,9
2319,천이슬,1
2320,쁘,1
2321,스랍,1
2322,가스,1
2323,화이팅,57
2324,김,16
2325,자리다,4
2326,열정,3
2327,하셔욤,1
2328,~~^^,8
2329,열심,3
2330,~~~^^,3
2331,활용,2
2332,청원,7
2333,나소,7
2334,얼씬,2
2335,촌,5
2336,훠,1
2337,배경,5
2338,블,2
2339,미션,1
2340,철거,2
2341,임마,4
2342,약속,8
2343,개독,1
2344,개종,2
2345,비판,6
2346,중요하다,21
2347,편,26
2348,무었,1
2349,진실인,1
2350,붙이,5
2351,부류,4
2352,지는,12
2353,편이,8
2354,이념,1
2355,네티즌,6
2356,한심하다,22
2357,민국,7
2358,땅,4
2359,깔다,38
2360,상임,3
2361,한민족,1
2362,소름,11
2363,사촌,1
2364,민족,3
2365,사면,2
2366,실상,3
2367,돋다,9
2368,에선,26
2369,호박,3
2370,집단,5
2371,트와이스,13
2372,등등,6
2373,소비,2
2374,기업,2
2375,맥주,3
2376,특,4
2377,유니클로,2
2378,스파이더맨,1
2379,하지만,22
2380,불매,4
2381,프로게이머,1
2382,고양이,3
2383,정상인,3
2384,환장하다,5
2385,치고,22
2386,망나니,1
2387,개복,1
2388,어도,3
2389,개뻥,1
2390,교묘하다,2
2391,정리정돈,1
2392,개성,4
2393,느껴지다,18
2394,소유자,1
2395,이라곤,1
2396,라디오,4
2397,답글,1
2398,낌,1
2399,배다,10
2400,기안,36
2401,졋,3
2402,많아지다,8
2403,둔하다,1
2404,면접,2
2405,면담,1
2406,교수,1
2407,비리,9
2408,일반인,38
2409,올림픽,1
2410,종합,1
2411,4등,2
2412,현,22
2413,강사,1
2414,학원,2
2415,전설,6
2416,커리어,7
2417,피겨,1
2418,이겠다,3
2419,시청,9
2420,취향,3
2421,눈물,29
2422,서단,1
2423,윤세리,1
2424,하여튼,7
2425,음원,4
2426,개인정보,2
2427,도용,1
2428,실수,13
2429,래,38
2430,대국민사과,1
2431,공평하다,1
2432,총,7
2433,개존잼임,1
2434,불륜,15
2435,담다,15
2436,혜진,3
2437,수익,2
2438,금술,1
2439,쪽,30
2440,마음,55
2441,광고,17
2442,당연하다,34
2443,얘,97
2444,싫어지다,6
2445,개콘,1
2446,장대,1
2447,안나,11
2448,묻히다,7
2449,장도연,4
2450,쓴다,5
2451,김광석,2
2452,무혐의,4
2453,마누라,21
2454,개티즌들,3
2455,법석,1
2456,차태현,5
2457,도박,17
2458,틀,9
2459,디엔에이,1
2460,개판,5
2461,김준호,1
2462,개폭망,1
2463,아웃,3
2464,차트,4
2465,따리,1
2466,벌써,22
2467,억지스럽다,1
2468,갠,5
2469,유치하다,14
2470,스카이,6
2471,지적,9
2472,싸,5
2473,캐슬,6
2474,연결,5
2475,귀,17
2476,믄,7
2477,존경,11
2478,죽지,4
2479,똥꼬,2
2480,300,1
2481,부럽다,63
2482,비꼬다,5
2483,사장,10
2484,월,7
2485,김윤석,1
2486,빼액,1
2487,이병헌,18
2488,강동원,1
2489,노,26
2490,송강호,3
2491,다치다,9
2492,사생활,16
2493,김남길,2
2494,노처녀,9
2495,눈요기,1
2496,될런,1
2497,벌이다,4
2498,쩝,4
2499,굉장하다,4
2500,나대다,15
2501,노총각,3
2502,이벤트,2
2503,성격,42
2504,감다,4
2505,인터넷,8
2506,붉다,1
2507,무한도전,3
2508,리얼,4
2509,피시,1
2510,적당하다,29
2511,담배,9
2512,라니까,2
2513,예비,2
2514,며느리,10
2515,시부모,3
2516,청산,2
2517,거거,1
2518,접대,2
2519,사업,8
2520,비즈니스,4
2521,먹이다,10
2522,밥상,3
2523,신혜선,3
2524,박씨,1
2525,빼,9
2526,숟가락,4
2527,도둑,3
2528,덜,11
2529,조사,19
2530,ᆢ,31
2531,묘,9
2532,언론,12
2533,삥,2
2534,거부권,2
2535,거부,5
2536,대부분,15
2537,양준,6
2538,띄우다,13
2539,어거지,3
2540,실검,13
2541,거참,5
2542,노친,2
2543,장악,1
2544,살다보면,4
2545,;;;;,7
2546,맞추다,16
2547,의미,11
2548,건나블리,1
2549,삐,2
2550,꽝,3
2551,우수,2
2552,에로,1
2553,복장,3
2554,ㅁ,2
2555,컨셉,13
2556,머리스타일,3
2557,런,2
2558,귀엽다,38
2559,운,8
2560,건모,1
2561,갇,3
2562,모도,1
2563,때매,2
2564,안타깝다,44
2565,보다는,11
2566,애려,1
2567,개론,2
2568,옵니다,1
2569,볼때,18
2570,건축학,1
2571,~~?,1
2572,젖,7
2573,타령,4
2574,생명,7
2575,메퉤,1
2576,동이,1
2577,걸복,1
2578,급하다,7
2579,가보다,31
2580,킬로,4
2581,정작,6
2582,아라하,1
2583,크러쉬,8
2584,마이너스,2
2585,검사,12
2586,떨어뜨리다,3
2587,방울,1
2588,슬쩍,2
2589,이번,37
2590,코로나,5
2591,검색어,6
2592,보도,5
2593,조작,15
2594,정부,18
2595,천만이,1
2596,사제,1
2597,검다,4
2598,백만,2
2599,외국인,5
2600,사라지다,12
2601,이나라,3
2602,극혐,12
2603,개혁,1
2604,검찰,6
2605,신청,1
2606,판단,10
2607,실질,2
2608,법원,5
2609,심사,4
2610,판사,7
2611,어딧,1
2612,조사해,3
2613,겁나다,24
2614,랄,11
2615,롤,3
2616,g,3
2617,비아이,1
2618,겁,4
2619,서바이벌,1
2620,미숙,2
2621,여자애,5
2622,접근,3
2623,겉,4
2624,도속,1
2625,늘어졋겟,1
2626,게리,1
2627,명정,2
2628,조차,4
2629,서우,1
2630,박보영,4
2631,seki,1
2632,게임기,1
2633,저작권,1
2634,불법,9
2635,불우,2
2636,냄비,6
2637,된거,18
2638,상처,24
2639,겨울,1
2640,로또,4
2641,돕기,1
2642,이니,24
2643,이웃,2
2644,홀랑,3
2645,오픈,3
2646,할리,3
2647,견찰,2
2648,투약,1
2649,실명,9
2650,조건,4
2651,까발리다,4
2652,필로폰,2
2653,수치,3
2654,땐거,1
2655,까지는,6
2656,결과,15
2657,통,6
2658,지켜보다,5
2659,는걸,16
2660,종종,3
2661,좀더,9
2662,뒷,7
2663,조부,2
2664,아끼다,6
2665,편도,1
2666,신동욱,4
2667,구걸,6
2668,엿,10
2669,올인,2
2670,순결,1
2671,뇨쟈들,1
2672,아다라,1
2673,남편,89
2674,기준,10
2675,봉준호,2
2676,나부랭이,3
2677,소위,1
2678,일베,11
2679,처지,1
2680,사상,2
2681,깨,2
2682,자신,15
2683,방탄소년단,13
2684,빠돌이,1
2685,대가리,9
2686,핑클,4
2687,ses,2
2688,프렌즈,1
2689,유연석,4
2690,무인도,2
2691,자연인,2
2692,준영,12
2693,다솜,4
2694,표,13
2695,"""",9
2696,쥬비스,2
2697,해체,10
2698,소송,4
2699,?!,13
2700,장혁,1
2701,역사,3
2702,바꾸다,27
2703,이성계,1
2704,한석규,1
2705,중반,4
2706,실패하다,4
2707,돌파,1
2708,사부,2
2709,시간대,2
2710,확정,3
2711,예요,12
2712,결론,5
2713,자백,3
2714,결백,2
2715,착,5
2716,결별,2
2717,결,1
2718,헌,4
2719,선택,12
2720,아씨,1
2721,껍데기,3
2722,외모,37
2723,♡♡♡,8
2724,bye,1
2725,~~~~#,1
2726,은방,1
2727,피임,3
2728,주기,3
2729,하든,8
2730,망치다,8
2731,양육비,2
2732,지면,3
2733,애죽,1
2734,밤,15
2735,어렵다,10
2736,틈,4
2737,그대로,17
2738,지루하다,7
2739,론,7
2740,영상,13
2741,예민,2
2742,송지효,6
2743,준비,12
2744,결혼식,7
2745,가히,1
2746,밝히다,16
2747,발표,5
2748,조금,18
2749,갑작스레,1
2750,약간,4
2751,결혼식장,4
2752,화장실,1
2753,빨,27
2754,리좀,2
2755,고소하다,9
2756,명과,1
2757,언능,8
2758,„,1
2759,성욕,4
2760,유흥업소,3
2761,란얘,1
2762,^,6
2763,해결,21
2764,알베,2
2765,참으로,4
2766,사라,2
2767,소꿉장난,1
2768,지대,4
2769,어이,12
2770,인륜,1
2771,마쇼,1
2772,촬영,15
2773,외박,2
2774,에두,1
2775,하락,2
2776,정나미,1
2777,상장,1
2778,게다가,9
2779,증가,2
2780,폐기,1
2781,쫓다,1
2782,유부,7
2783,돌리다,37
2784,연락,6
2785,가르다,5
2786,보지,17
2787,한다는,14
2788,전여자친구,1
2789,소시,7
2790,과의,5
2791,백치,1
2792,빼먹다,4
2793,등꼴,1
2794,백종원,39
2795,그릇,1
2796,유재석,37
2797,고사,5
2798,이견,2
2799,확,9
2800,그걸,21
2801,겸손하다,7
2802,미남,4
2803,은우,6
2804,맥락,2
2805,그만큼,6
2806,경규,3
2807,방증,1
2808,옹이,1
2809,차,23
2810,형,31
2811,경,16
2812,출판사,1
2813,림,2
2814,경솔하다,3
2815,..;;,2
2816,전여친,1
2817,패,15
2818,경준,1
2819,구리다,4
2820,경허,1
2821,싹싹하다,1
2822,허니,2
2823,버티다,7
2824,요가,1
2825,언젠가,8
2826,'',2
2827,비싸다,7
2828,떡,6
2829,비지,1
2830,기성복,1
2831,맛,30
2832,.'',1
2833,광대뼈,1
2834,조커,4
2835,남다,58
2836,겨,11
2837,종특,6
2838,대체로,2
2839,기적,14
2840,대신,8
2841,브라자,1
2842,꼭지,7
2843,테이프,2
2844,접착,1
2845,상폐,4
2846,디,19
2847,새끼,27
2848,질도,3
2849,사내,4
2850,거물,1
2851,영화계,2
2852,개집,2
2853,돌아가다,20
2854,도배,7
2855,김주혁,3
2856,난리치다,9
2857,엑소,21
2858,부러지다,3
2859,고급스럽다,1
2860,똑,7
2861,진성,1
2862,럼,3
2863,귀찮다,2
2864,고맙다,13
2865,고마,7
2866,처리,6
2867,고모,2
2868,고소,13
2869,고발,5
2870,난무,2
2871,벨,1
2872,하지원,3
2873,왼쪽,3
2874,제니,4
2875,아우라,1
2876,하다못해,1
2877,김태희,19
2878,전지현,4
2879,회수,3
2880,금액,2
2881,손발,1
2882,얽히다,2
2883,이해관계,2
2884,공개,34
2885,묶다,4
2886,채무자,1
2887,고승,2
2888,변호사,8
2889,성숙하다,3
2890,태도,3
2891,만큼이나,2
2892,훈훈하다,6
2893,도망가다,7
2894,데려오다,7
2895,고영욱,1
2896,촤,1
2897,우시,2
2898,시상식,7
2899,수상하다,3
2900,개념,11
2901,선배,9
2902,작년,7
2903,원희,2
2904,버릇,4
2905,박다,6
2906,연말,4
2907,이석훈,4
2908,고음,2
2909,다양하다,3
2910,첨,15
2911,섬세하다,1
2912,먹혓,1
2913,장르,3
2914,달라,21
2915,듣기,12
2916,점수,3
2917,불후,2
2918,든,36
2919,나왓거,1
2920,로사,1
2921,이은주,1
2922,지능,4
2923,팔이,10
2924,다지,3
2925,상위,4
2926,90,2
2927,힘드다,35
2928,고정관념,1
2929,커플,40
2930,늘리다,3
2931,고주원,4
2932,깊다,5
2933,신중하다,3
2934,서툴다,1
2935,고지용,2
2936,고층,1
2937,아파트,2
2938,반지하,1
2939,층,6
2940,까먹다,1
2941,동남아,3
2942,고현정,8
2943,무뢰한,1
2944,가끔,5
2945,탈,10
2946,그런,36
2947,행동,26
2948,등장,5
2949,맘,31
2950,미실,1
2951,카리스마,4
2952,안남다,2
2953,하니,9
2954,볼날,1
2955,골목,9
2956,식당,16
2957,피디,16
2958,끝,38
2959,자핑,2
2960,골키퍼,1
2961,골다,2
2962,공모,1
2963,박한별,18
2964,무단이탈,1
2965,전도,2
2966,골프대회,1
2967,경기,7
2968,선수,9
2969,볼,23
2970,스포츠,4
2971,기회,4
2972,콘텐츠,1
2973,진,31
2974,박하,2
2975,여서,11
2976,따뜻하다,6
2977,이도,8
2978,일으키다,8
2979,캐다,2
2980,부추기다,4
2981,타이틀,4
2982,단독,5
2983,오히려,16
2984,공과,1
2985,다운,4
2986,끌다,11
2987,저쩌,2
2988,중딩,1
2989,놀이,5
2990,벼슬,5
2991,즈그,1
2992,민가,3
2993,공부,10
2994,설치,2
2995,매너,2
2996,공블리,2
2997,저희,3
2998,❣,1
2999,자랏우,1
3000,신들,1
3001,한국말,2
3002,교육,7
3003,공산당,3
3004,밑,5
3005,ㄷ,8
3006,오죽하다,9
3007,무서움,1
3008,긋다,6
3009,박정희,4
3010,미국,24
3011,북한,13
3012,우리나라,30
3013,공연,4
3014,소름끼치다,3
3015,협박,12
3016,당근,1
3017,달려가다,2
3018,공유,3
3019,허겁지겁,2
3020,손잡다,3
3021,조상,2
3022,이러니,5
3023,졸,7
3024,공인,9
3025,청념한척,1
3026,모범,1
3027,내심,1
3028,팔다,3
3029,공장,3
3030,공정위,1
3031,집다,8
3032,순식간,5
3033,전국,6
3034,길,17
3035,다방,2
