tweet	class
""": All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)"	1
""":  I'm about to cool faggot chill"" tf is cool nigga"	1
""":  I'm so sure bitch"" frfr tf"	1
""": Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet."	1
""": Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD"	1
""": Grudges are for weirdos""and bitches"	1
""": I told Mariam to but cigarettes for her birthday"" You also called me trash rn"	2
""":  brownies tonight"" what kind?!?!"	2
""": No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol"	1
""": Ummmmmm okay "" you got hoes from left to right &#128514;&#128514; do yah thang!"	1
""": using y=mx+b to find the slope of that ass"""	1
""": Fit lads! Nice gear! "" these scally lads n trainers would get it"	2
""": Hell yeah bro! "" fuck yeah sexy scally lad in hot gear"	1
""": Helping out a mate!! "" I love scally play. Fuck yeah"	1
""": Lads being Lads! "" fuck yeah. I love scally lad action. Hot trainers too."	1
""": Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;"""	1
""": &#8220;: So hot!! RT : Lick it, bitch #8221;"" fuck yeah. Eat that trainer u dirty fucker"	1
""": &#8220;: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is"""	1
""": ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo"	2
""": Need these sox "" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"	1
""": I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."	1
""": "":  yasss"" *trys new things with bestfriend*"" *bitch who do you love*"	1
""": Dude remember this wop video?  "" OMG WHERE DID YOU FIND THAT"	2
""": Thick raw fuck "" Damn his man pussy is getting a workout."	1
""": RAWR!! RT : ""My"" sexy French scally. I love him! #frenchscally "" sexy scally woof woof"	2
""": Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;"	1
""":  if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"	1
""": Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;"	1
""": Hardcore way to eat Mac and cheese 1. Boil water 2. Snort cheese powder 3. Drink boiling water 4. Fuck bitches"""	1
""": #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"	1
""": annoying bitch that I love "" JUDYANN'S SO PRETTY!!!!!"	1
""": "" Lmao bitch got on some huggies"	1
""": Hi bitch No bitch Bye bitch"" "	1
""": does he look like a bitch?"" "	1
""": Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;"	1
""": can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*"	1
""": "": "": I'm on my way "" love a #chav""hot"" sexy scally fucker."	1
""": These newly gay bitches don't kno how shit works"""	1
""": When a bitch don't want a real job they just become strippers lol"" lol."	1
""": Awww Meat Meat In His Feelins""i ainn n my feelings bitch"	1
""": I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;"	1
""": Baby albino &#128034; "" "	2
""": these hoes ain't loyal."""	1
""": YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck"	1
""": I made that bitch lunch. "" Bitches love lunch."	1
"""A NO BRAINER"" But as soon as this bitch gets rich in political power, her views will change! POLITICAL WHORES! #8221;"	1
"""A pussy a day keeps the devil away"" -"	1
"""Ain't that about a bitch""... What does that mean?"	1
"""All these bitches want a baby, I don't want no children."""	1
"""And bitch you must be lost"" &#128514;&#128514;"	1
"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"	1
"""Bae"" sounds like such a ghetto word. Use something else"	2
"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."	1
"""Bleed out hoe!!!"" -Alexa"	1
"""Boolin' in the bando wit a few bitches"""	1
"""Brownies for my brownie"" I love this movie. &#128517;"	2
"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"	1
"""By the way we do punch bitches."""	1
"""Caesar is home"" RT : &#8220;: ""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""	1
"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" "	2
"""Dad say hi to my snapchat"" Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;"	1
"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""	1
"""Don't know no ugly bitches! Don't know no broke niggas!""--"	1
"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd"	1
"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""	0
"""Don't you ever give my pussy away. You keep it tight, alright?"""	1
"""Dropped a stack cause bitch I'm ON"". - Song called ""Dope"". Download the mixtape here: "	1
"""Dumb bitches do dumb things"""	1
"""Eat the pussy like a real nigga hungry"""	1
"""Eff it. Let's go after the cripple."" "	1
"""Everything look better with a bitch next to it"""	1
"""Facto : Who cares if you a hoe when your ass looks like this? """	1
"""For every bad bitch there is a nigga tired of fucking her"""	1
"""Foreign chick, no lie.. Man that bitch Beautiful"""	1
"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" "	1
"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""	1
"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ "	2
"""Get me that shit bitch you is fine bear"""	1
"""Get your ass back to Detroit ya fuckin' wigger!"""	1
"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""	1
"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"	1
"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""	1
"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"	1
"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"	1
"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;"	1
"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"	1
"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays"	0
"""Hey pussy you still there?"""	1
"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... "	2
"""How hotter than is it?"" ""A bitch."""	1
"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""	1
"""How you doing, crazy bitch?"" is hilarious!"	1
"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!"" Like, negro... one of the first things they LOOK at is shoes, dog"	1
"""I am a thrill billy..with a hillbilly heart."" -. HAHAHAHAHA Jesus Murphy!"	2
"""I call him my bitch"" "	1
"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"	1
"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"	1
"""I don't love these hoes, baby It's me and you forever"""	1
"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;"	1
"""I dont have hoes"" &#128564;"	1
"""I found a new way to chug you have to open your mouth alot"" #shitallysays"	2
"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""	1
"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""	1
"""I got a sister, she told me stop calling women bitches.."""	1
"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"	1
"""I had a bitch that had a bitch, had the bitch eating halibut.."" -  #FreshRhymes #JerkSquad #SlowStir"	1
"""I have this lady-love She's married, but I still wanna bang her She won't have sex with me What a bitch"" ~A troubadour, probably"	1
"""I heard you was looking for Candy Man, bitch"""	1
"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams "	1
"""I just got a number 3 I'm a bitch boy"""	1
"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;"	1
"""I only be with older men cause they're more mature"" That supposed to fool us bitch?"	1
"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""	1
"""I said i don't like it, it tastes like wolf pussy"" ""what? How do you even know what that tastes like"""	1
"""I taught myself how to eat pussy, and cut my own hair"" ""I taught myself how to eat pussy hair""&#128514; Name the movie &#128514;"	1
"""I used to dress up like a cop too."" ""Oh really?"" ""Yeah...right after 9/11...mad pussy."" ""Really?"" ""Yes...I'll NEVER FORGET."""	1
"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- "	1
"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."	1
"""I woke up like thi-"" bitch go back to bed"	1
"""I would rather you call me bitch than sir"" -my manager"	1
"""I'll beat on that pussy so hard"""	1
"""I'll slit your throat-neck"" "	2
"""I'm a funky ass honkey."" -  's shout out to  tonight before ""Cabaret"" &#128514; #JT2020Tour"	1
"""I'm comparing KFC to the pussy"" "	1
"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot"	1
"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""	1
"""I'm gonna piss on your dimple : Stop wasting prayers on trash teams lol"""	1
"""I'm probably your main bitch chocolate dipped cinnamon apple"""	1
"""I'm sick of his shit man : Sit his bitch ass, I'm fed up bro RT "": Geno threw yet another pick smh"""""	1
"""I'm sorry I fucked yo bitch... But she really dig a nigga"" "	1
"""IBS"" irritable bitch syndrome."	1
"""If you love her then hide yo bitch so you'll keep shorty."" "	1
"""If you talk back to me you ain't getting no pussy."" Me: "	1
"""If you're a bad bitch put your hands up high"" Every girl in the room starts waving there hands around."	1
"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"	1
"""In My Mind"" Gotta be the dumb hoe anthem..."	1
"""Is that an albino Mexican?"" ""No dad, he's Asian."""	2
"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"	1
"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"	1
"""It's never too late to tag a bitch.""- "	1
"""It's the dykes"" -hunter dyke with a dyke "	1
"""Julia Roberts, you're a ho""  #NottingHill"	1
"""Just follow the yellow brick twitter."""	2
"""LMFAOOOOOOOOOOOOOOOOOO : If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama."""	1
"""LOL, cripple!"" - Wendy Davis. RT : Scientists create remote-controlled chick to study shy penguins "	2
"""Let's do nips ahoy and spank me maybe"""	1
"""Let's kill cracker babies!"". WTF did I just hear???????? WOW."	0
"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""	1
"""Lmao : &#128514;&#128514; RT : Pound cake look like pussy &#128514; """	1
"""Lmao : The d.rose adidas are lighter than my phone .... Shit is retarded"""	1
"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit."	2
"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;"	1
"""Mine plays DMX and kirk Franklin smh : Well my neighbors are ghetto . They get up at like 5am and beat their kids."""	2
"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"	0
"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!"""	1
"""My nips are freeeeezing...and that's not okay because they're slicing through my bra...."" &#128514;"	1
"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."	1
"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""	1
"""Nah its You : &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" "	0
